"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"116","WBGene00004439","WBGene00007225","WBGene00022500","WBGene00219313","WBGene00004434","WBGene00003983","WBGene00004434","WBGene00002248","WBGene00013704","WBGene00012879","WBGene00010504","WBGene00022500","WBGene00219313","WBGene00022500"
"117","WBGene00009957","WBGene00001597","WBGene00000754","WBGene00011434","WBGene00002274","WBGene00008882","WBGene00002274","WBGene00015816","WBGene00019890","WBGene00001869","WBGene00022802","WBGene00000754","WBGene00011434","WBGene00000754"
"118","WBGene00022645","WBGene00004095","WBGene00004419","WBGene00000656","WBGene00008741","WBGene00010142","WBGene00008741","WBGene00007506","WBGene00011350","WBGene00044072","WBGene00008880","WBGene00004419","WBGene00000656","WBGene00004419"
"119","WBGene00004484","WBGene00019611","WBGene00013489","WBGene00017252","WBGene00003090","WBGene00000411","WBGene00003090","WBGene00019914","WBGene00003528","WBGene00020031","WBGene00012420","WBGene00013489","WBGene00017252","WBGene00013489"
"120","WBGene00016892","WBGene00006384","WBGene00010124","WBGene00006816","WBGene00015684","WBGene00012405","WBGene00015684","WBGene00001858","WBGene00000555","WBGene00011892","WBGene00010473","WBGene00010124","WBGene00006816","WBGene00010124"
"121","WBGene00004416","WBGene00011642","WBGene00044472","WBGene00001946","WBGene00044292","WBGene00020354","WBGene00044292","WBGene00021015","WBGene00009113","WBGene00020290","WBGene00020214","WBGene00044472","WBGene00001946","WBGene00044472"
"122","WBGene00004499","WBGene00003155","WBGene00004435","WBGene00018604","WBGene00003769","WBGene00001081","WBGene00003769","WBGene00021415","WBGene00011064","WBGene00011908","WBGene00015529","WBGene00004435","WBGene00018604","WBGene00004435"
"123","WBGene00019592","WBGene00000444","WBGene00009624","WBGene00013794","WBGene00010556","WBGene00008844","WBGene00010556","WBGene00008900","WBGene00008123","WBGene00017986","WBGene00001377","WBGene00009624","WBGene00013794","WBGene00009624"
"124","WBGene00004443","WBGene00018238","WBGene00016218","WBGene00019624","WBGene00003530","WBGene00021293","WBGene00003530","WBGene00000902","WBGene00001604","WBGene00016013","WBGene00000413","WBGene00016218","WBGene00019624","WBGene00016218"
"125","WBGene00004492","WBGene00017423","WBGene00012255","WBGene00001051","WBGene00013079","WBGene00015138","WBGene00013079","WBGene00003242","WBGene00011530","WBGene00000459","WBGene00011315","WBGene00012255","WBGene00001051","WBGene00012255"
"126","WBGene00018969","WBGene00001949","WBGene00015216","WBGene00004751","WBGene00022848","WBGene00004698","WBGene00022848","WBGene00017361","WBGene00011154","WBGene00006704","WBGene00019407","WBGene00015216","WBGene00004751","WBGene00015216"
"127","WBGene00004498","WBGene00016779","WBGene00006539","WBGene00019249","WBGene00004440","WBGene00012581","WBGene00004440","WBGene00001448","WBGene00009028","WBGene00015778","WBGene00006366","WBGene00006539","WBGene00019249","WBGene00006539"
"128","WBGene00007913","WBGene00012021","WBGene00011460","WBGene00009827","WBGene00000928","WBGene00013508","WBGene00000928","WBGene00003933","WBGene00014252","WBGene00019799","WBGene00006546","WBGene00011460","WBGene00009827","WBGene00011460"
"129","WBGene00045457","WBGene00015329","WBGene00001397","WBGene00016434","WBGene00011571","WBGene00000527","WBGene00011571","WBGene00012005","WBGene00008920","WBGene00000274","WBGene00007419","WBGene00001397","WBGene00016434","WBGene00001397"
"130","WBGene00004434","WBGene00007642","WBGene00019261","WBGene00019415","WBGene00004442","WBGene00022749","WBGene00004442","WBGene00003991","WBGene00001500","WBGene00001569","WBGene00009899","WBGene00019261","WBGene00019415","WBGene00019261"
"131","WBGene00001069","WBGene00014159","WBGene00015684","WBGene00020673","WBGene00010086","WBGene00004148","WBGene00010086","WBGene00004156","WBGene00000116","WBGene00013011","WBGene00019686","WBGene00015684","WBGene00020673","WBGene00015684"
"132","WBGene00002274","WBGene00013086","WBGene00010963","WBGene00000169","WBGene00004446","WBGene00008157","WBGene00004446","WBGene00015955","WBGene00009992","WBGene00045486","WBGene00009370","WBGene00010963","WBGene00000169","WBGene00010963"
"133","WBGene00008741","WBGene00006331","WBGene00044665","WBGene00011509","WBGene00006959","WBGene00011475","WBGene00006959","WBGene00016273","WBGene00018984","WBGene00015011","WBGene00006932","WBGene00044665","WBGene00011509","WBGene00044665"
"134","WBGene00001631","WBGene00017766","WBGene00016635","WBGene00000444","WBGene00009803","WBGene00015322","WBGene00009803","WBGene00000893","WBGene00004363","WBGene00010149","WBGene00022794","WBGene00016635","WBGene00000444","WBGene00016635"
"135","WBGene00003090","WBGene00015565","WBGene00022245","WBGene00018164","WBGene00013882","WBGene00004701","WBGene00013882","WBGene00019509","WBGene00003086","WBGene00015905","WBGene00020738","WBGene00022245","WBGene00018164","WBGene00022245"
"136","WBGene00015684","WBGene00021779","WBGene00012840","WBGene00000693","WBGene00004409","WBGene00004751","WBGene00004409","WBGene00009889","WBGene00010663","WBGene00003052","WBGene00006605","WBGene00012840","WBGene00000693","WBGene00012840"
"137","WBGene00044292","WBGene00003983","WBGene00012179","WBGene00003172","WBGene00003097","WBGene00015868","WBGene00003097","WBGene00018418","WBGene00015339","WBGene00006494","WBGene00018704","WBGene00012179","WBGene00003172","WBGene00012179"
"138","WBGene00003769","WBGene00008882","WBGene00006754","WBGene00008844","WBGene00006587","WBGene00013383","WBGene00006587","WBGene00015219","WBGene00012440","WBGene00000406","WBGene00019344","WBGene00006754","WBGene00008844","WBGene00006754"
"139","WBGene00010556","WBGene00206389","WBGene00010005","WBGene00012581","WBGene00011984","WBGene00010726","WBGene00011984","WBGene00000150","WBGene00020579","WBGene00010492","WBGene00009156","WBGene00010005","WBGene00012581","WBGene00010005"
"140","WBGene00003530","WBGene00010142","WBGene00011474","WBGene00002000","WBGene00045416","WBGene00018778","WBGene00045416","WBGene00021529","WBGene00000923","WBGene00021661","WBGene00015328","WBGene00011474","WBGene00002000","WBGene00011474"
"141","WBGene00013079","WBGene00000411","WBGene00004427","WBGene00000865","WBGene00004452","WBGene00009553","WBGene00004452","WBGene00017304","WBGene00010565","WBGene00003241","WBGene00010552","WBGene00004427","WBGene00000865","WBGene00004427"
"142","WBGene00022848","WBGene00010062","WBGene00010556","WBGene00014999","WBGene00011345","WBGene00017317","WBGene00011345","WBGene00011108","WBGene00017996","WBGene00008648","WBGene00012980","WBGene00010556","WBGene00014999","WBGene00010556"
"143","WBGene00022887","WBGene00012405","WBGene00002090","WBGene00002247","WBGene00020472","WBGene00007649","WBGene00020472","WBGene00018252","WBGene00006583","WBGene00020588","WBGene00015646","WBGene00002090","WBGene00002247","WBGene00002090"
"144","WBGene00004440","WBGene00020354","WBGene00045268","WBGene00006523","WBGene00000219","WBGene00010428","WBGene00000219","WBGene00016845","WBGene00018221","WBGene00000913","WBGene00017474","WBGene00045268","WBGene00006523","WBGene00045268"
"145","WBGene00000928","WBGene00019153","WBGene00004471","WBGene00003623","WBGene00005005","WBGene00020801","WBGene00005005","WBGene00008862","WBGene00019888","WBGene00010037","WBGene00002632","WBGene00004471","WBGene00003623","WBGene00004471"
"146","WBGene00008964","WBGene00001081","WBGene00010086","WBGene00001583","WBGene00014173","WBGene00001910","WBGene00014173","WBGene00019855","WBGene00003741","WBGene00013917","WBGene00009688","WBGene00010086","WBGene00001583","WBGene00010086"
"147","WBGene00011571","WBGene00001041","WBGene00004456","WBGene00004700","WBGene00004456","WBGene00020911","WBGene00004456","WBGene00007590","WBGene00012364","WBGene00020111","WBGene00018489","WBGene00004456","WBGene00004700","WBGene00004456"
"148","WBGene00004442","WBGene00003864","WBGene00007313","WBGene00010000","WBGene00010196","WBGene00007887","WBGene00010196","WBGene00011733",NA,"WBGene00003784","WBGene00011604","WBGene00007313","WBGene00010000","WBGene00007313"
"149","WBGene00010086","WBGene00008844","WBGene00002274","WBGene00010495","WBGene00015280","WBGene00019118","WBGene00015280","WBGene00010867",NA,"WBGene00022455","WBGene00015507","WBGene00002274","WBGene00010495","WBGene00002274"
"150","WBGene00004446","WBGene00021293","WBGene00044737","WBGene00000961","WBGene00010005","WBGene00018735","WBGene00010005","WBGene00018470",NA,"WBGene00011279","WBGene00009314","WBGene00044737","WBGene00000961","WBGene00044737"
"151","WBGene00006959","WBGene00018286","WBGene00010605","WBGene00020725","WBGene00001163","WBGene00008824","WBGene00001163","WBGene00007980",NA,"WBGene00007666","WBGene00189954","WBGene00010605","WBGene00020725","WBGene00010605"
"152","WBGene00009803","WBGene00015138","WBGene00016493","WBGene00000713","WBGene00004489","WBGene00017644","WBGene00004489","WBGene00008708",NA,"WBGene00019900","WBGene00007836","WBGene00016493","WBGene00000713","WBGene00016493"
"153","WBGene00013882","WBGene00004698","WBGene00017128","WBGene00001087","WBGene00013579","WBGene00001583","WBGene00013579","WBGene00021213",NA,"WBGene00009665","WBGene00007136","WBGene00017128","WBGene00001087","WBGene00017128"
"154","WBGene00004409","WBGene00012581","WBGene00003754","WBGene00001165","WBGene00044294","WBGene00016449","WBGene00044294","WBGene00017892",NA,"WBGene00021035","WBGene00009342","WBGene00003754","WBGene00001165","WBGene00003754"
"155","WBGene00003097","WBGene00013508","WBGene00018969","WBGene00018238","WBGene00001598","WBGene00016868","WBGene00001598","WBGene00017374",NA,"WBGene00008210","WBGene00008622","WBGene00018969","WBGene00018238","WBGene00018969"
"156","WBGene00006587","WBGene00008218","WBGene00194658","WBGene00000751","WBGene00013391","WBGene00022501","WBGene00013391","WBGene00000606",NA,"WBGene00017046","WBGene00004827","WBGene00194658","WBGene00000751","WBGene00194658"
"157","WBGene00011984","WBGene00000527","WBGene00004433","WBGene00011038","WBGene00013008","WBGene00007705","WBGene00013008","WBGene00014253",NA,"WBGene00010093","WBGene00007463","WBGene00004433","WBGene00011038","WBGene00004433"
"158","WBGene00045416","WBGene00022749","WBGene00015280","WBGene00017402","WBGene00021977","WBGene00013409","WBGene00021977","WBGene00021121",NA,"WBGene00018006","WBGene00001561","WBGene00015280","WBGene00017402","WBGene00015280"
"159","WBGene00004452","WBGene00004148","WBGene00004420","WBGene00013752","WBGene00006754","WBGene00008782","WBGene00006754","WBGene00006780",NA,"WBGene00000369","WBGene00003759","WBGene00004420","WBGene00013752","WBGene00004420"
"160","WBGene00011345","WBGene00008157","WBGene00012257","WBGene00000868","WBGene00010135","WBGene00004781","WBGene00010135","WBGene00008446",NA,"WBGene00003158","WBGene00002261","WBGene00012257","WBGene00000868","WBGene00012257"
"161","WBGene00020472","WBGene00006474","WBGene00004473","WBGene00012592","WBGene00010605","WBGene00009659","WBGene00010605","WBGene00013736",NA,"WBGene00001755","WBGene00022078","WBGene00004473","WBGene00012592","WBGene00004473"
"162","WBGene00000219","WBGene00011475","WBGene00004431","WBGene00009659","WBGene00011474","WBGene00015181","WBGene00011474","WBGene00011707",NA,"WBGene00004917","WBGene00001844","WBGene00004431","WBGene00009659","WBGene00004431"
"163","WBGene00005005","WBGene00004078","WBGene00016892","WBGene00001562","WBGene00004445","WBGene00219451","WBGene00004445","WBGene00020710",NA,"WBGene00017548","WBGene00019741","WBGene00016892","WBGene00001562","WBGene00016892"
"164","WBGene00014173","WBGene00015322","WBGene00000219","WBGene00007649","WBGene00011423","WBGene00006586","WBGene00011423","WBGene00004438",NA,"WBGene00017951","WBGene00000105","WBGene00000219","WBGene00007649","WBGene00000219"
"165","WBGene00004456","WBGene00004701","WBGene00004415","WBGene00015972","WBGene00010613","WBGene00017954","WBGene00010613","WBGene00010117",NA,"WBGene00011835","WBGene00022112","WBGene00004415","WBGene00015972","WBGene00004415"
"166","WBGene00008563","WBGene00004984","WBGene00010135","WBGene00007182","WBGene00010084","WBGene00017135","WBGene00010084","WBGene00044696",NA,"WBGene00000265","WBGene00001105","WBGene00010135","WBGene00007182","WBGene00010135"
"167","WBGene00010196","WBGene00004751","WBGene00004491","WBGene00011681","WBGene00011979","WBGene00003595","WBGene00011979","WBGene00021079",NA,"WBGene00011805","WBGene00021369","WBGene00004491","WBGene00011681","WBGene00004491"
"168","WBGene00015280","WBGene00000732","WBGene00010962","WBGene00013465","WBGene00003765","WBGene00019415","WBGene00003765","WBGene00004796",NA,"WBGene00011638","WBGene00015492","WBGene00010962","WBGene00013465","WBGene00010962"
"169","WBGene00010005","WBGene00017864","WBGene00044789","WBGene00019591","WBGene00009983","WBGene00000387","WBGene00009983","WBGene00010897",NA,"WBGene00021049","WBGene00008999","WBGene00044789","WBGene00019591","WBGene00044789"
"170","WBGene00001163","WBGene00015868","WBGene00008944","WBGene00008080","WBGene00006539","WBGene00019703","WBGene00006539","WBGene00001182",NA,"WBGene00000480","WBGene00008578","WBGene00008944","WBGene00008080","WBGene00008944"
"171","WBGene00004489","WBGene00013383","WBGene00004414","WBGene00010519","WBGene00044623","WBGene00044281","WBGene00044623","WBGene00008851",NA,"WBGene00016630","WBGene00001082","WBGene00004414","WBGene00010519","WBGene00004414"
"172","WBGene00013579","WBGene00010726","WBGene00004474","WBGene00021293","WBGene00010065","WBGene00010671","WBGene00010065","WBGene00009090",NA,"WBGene00022458","WBGene00002203","WBGene00004474","WBGene00021293","WBGene00004474"
"173","WBGene00044294","WBGene00011614","WBGene00000522","WBGene00004949","WBGene00013637","WBGene00013319","WBGene00013637","WBGene00021396",NA,"WBGene00008921","WBGene00017571","WBGene00000522","WBGene00004949","WBGene00000522"
"174","WBGene00001598","WBGene00018778","WBGene00004408","WBGene00019357","WBGene00007153","WBGene00011791","WBGene00007153","WBGene00021503",NA,"WBGene00008440","WBGene00002637","WBGene00004408","WBGene00019357","WBGene00004408"
"175","WBGene00013391","WBGene00009553","WBGene00004425","WBGene00016173","WBGene00001713","WBGene00004204","WBGene00001713","WBGene00000149",NA,"WBGene00008710","WBGene00019426","WBGene00004425","WBGene00016173","WBGene00004425"
"176","WBGene00045305","WBGene00017317","WBGene00014030","WBGene00007321","WBGene00004486","WBGene00007182","WBGene00004486","WBGene00018547",NA,"WBGene00000462","WBGene00011531","WBGene00014030","WBGene00007321","WBGene00014030"
"177","WBGene00013008","WBGene00007649","WBGene00004487","WBGene00010553","WBGene00015216","WBGene00016695","WBGene00015216","WBGene00006927",NA,"WBGene00003979","WBGene00000478","WBGene00004487","WBGene00010553","WBGene00004487"
"178","WBGene00021977","WBGene00010428","WBGene00004413","WBGene00000235","WBGene00044737","WBGene00016173","WBGene00044737","WBGene00015532",NA,"WBGene00007709","WBGene00000888","WBGene00004413","WBGene00000235","WBGene00004413"
"179","WBGene00010204","WBGene00020801","WBGene00011423","WBGene00007855","WBGene00012358","WBGene00007282","WBGene00012358","WBGene00006575",NA,"WBGene00017967","WBGene00010139","WBGene00011423","WBGene00007855","WBGene00011423"
"180","WBGene00006820","WBGene00001910","WBGene00015217","WBGene00012982","WBGene00019957","WBGene00013465","WBGene00019957","WBGene00007103",NA,"WBGene00008034","WBGene00009361","WBGene00015217","WBGene00012982","WBGene00015217"
"181","WBGene00014836","WBGene00020911","WBGene00021335","WBGene00006586","WBGene00044472","WBGene00020725","WBGene00044472","WBGene00010454",NA,"WBGene00015939","WBGene00007561","WBGene00021335","WBGene00006586","WBGene00021335"
"182","WBGene00006754","WBGene00007887","WBGene00010539","WBGene00019700","WBGene00044206","WBGene00004706","WBGene00044206","WBGene00000776",NA,"WBGene00019399","WBGene00012004","WBGene00010539","WBGene00019700","WBGene00010539"
"183","WBGene00010135","WBGene00019118","WBGene00194674","WBGene00017143","WBGene00008988","WBGene00019357","WBGene00008988","WBGene00008194",NA,"WBGene00003150","WBGene00001148","WBGene00194674","WBGene00017143","WBGene00194674"
"184","WBGene00010605","WBGene00013347","WBGene00020143","WBGene00010740","WBGene00022500","WBGene00001946","WBGene00022500","WBGene00017498",NA,"WBGene00009966","WBGene00006432","WBGene00020143","WBGene00010740","WBGene00020143"
"185","WBGene00011474","WBGene00018735","WBGene00004472","WBGene00007548","WBGene00022245","WBGene00000257","WBGene00022245","WBGene00004382",NA,"WBGene00050944","WBGene00016307","WBGene00004472","WBGene00007548","WBGene00004472"
"186","WBGene00010174","WBGene00008824","WBGene00004449","WBGene00010142","WBGene00004454","WBGene00002000","WBGene00004454","WBGene00010935",NA,"WBGene00017140","WBGene00009477","WBGene00004449","WBGene00010142","WBGene00004449"
